Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
brother writing behalf parents nine year old twins,family went fullerton bay hotel mom birthday one best hotels reasons first got free ice cream loved ice cream id pass could use ever day another reason loved hotel room hotel pool amazing last least hotel people welcoming one example someone opened door us amazing hotel firstly got free ice cream cake mom bday second loved amazing room pool finally people amazing love hotel definitely ask parents book,5,2,brother writing behalf parents nine year old twinsfamily went fullerton bay hotel mom birthday one best hotels reasons first got free ice cream loved ice cream id pass could use ever day another reason loved hotel room hotel pool amazing last least hotel people welcoming one example someone opened door us amazing hotel firstly got free ice cream cake mom bday second loved amazing room pool finally people amazing love hotel definitely ask parents book,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.9938}",0.9938,2
love fbh home coming back,want take opportunity extend heartfelt appreciation staff fullerton bay hotel recent stay hospitality shown top notch standards maintained well every stay fbh always full surprises pleasant experiences nothing praises excellent team alvin head butler amazing service dedication commitment ensure comfort guests really commendable always contactable via phone ensure needs well taken care although late night still sharing history stories fbh almost mins could feel passion job fbh sharing,5,2,love fbh home coming backwant take opportunity extend heartfelt appreciation staff fullerton bay hotel recent stay hospitality shown top notch standards maintained well every stay fbh always full surprises pleasant experiences nothing praises excellent team alvin head butler amazing service dedication commitment ensure comfort guests really commendable always contactable via phone ensure needs well taken care although late night still sharing history stories fbh almost mins could feel passion job fbh sharing,"{'neg': 0.053, 'neu': 0.466, 'pos': 0.481, 'compound': 0.9917}",0.9917,2
excellent service,staff great lot dedicated service team thumbs excellent stay proposal staffs helpful throughout service top notched expected hotel like tt,5,2,excellent servicestaff great lot dedicated service team thumbs excellent stay proposal staffs helpful throughout service top notched expected hotel like tt,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.9666}",0.9666,2
compliment,best place unwind celebrate city thank much fullerton bay hotel room spacious clean view really breathtaking roof top pool must try everyone gave personalised birthday greeting champagne overall enjoyable stay please send gratefulness michelle charisma manager auntie roof time friendly accommodating hospitality indeed lot nice hotels city makes unique staffs service exceptional believe company assets,5,2,complimentbest place unwind celebrate city thank much fullerton bay hotel room spacious clean view really breathtaking roof top pool must try everyone gave personalised birthday greeting champagne overall enjoyable stay please send gratefulness michelle charisma manager auntie roof time friendly accommodating hospitality indeed lot nice hotels city makes unique staffs service exceptional believe company assets,"{'neg': 0.0, 'neu': 0.544, 'pos': 0.456, 'compound': 0.9851}",0.9851,2
excellent service nice room,excellent service given every crew bellboy receptionist room dining server surprise birthday staycation make sure everything well prepared room spacious clean spectacular city view best hotel ever really,5,2,excellent service nice roomexcellent service given every crew bellboy receptionist room dining server surprise birthday staycation make sure everything well prepared room spacious clean spectacular city view best hotel ever really,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9628}",0.9628,2
pandemic wedding staycation,got married stayed dine restrictions husband well taken care enjoyed stay top class service though luxury dine able appreciate superb service food comfort room best view would like give special mention wendy willy taking care us wedding unfolded princess going distance prepare husband suit late night cristina germa great service first morning husband wife breakfast well prepared couple surprises would definitely recommend staying,5,2,pandemic wedding staycationgot married stayed dine restrictions husband well taken care enjoyed stay top class service though luxury dine able appreciate superb service food comfort room best view would like give special mention wendy willy taking care us wedding unfolded princess going distance prepare husband suit late night cristina germa great service first morning husband wife breakfast well prepared couple surprises would definitely recommend staying,"{'neg': 0.0, 'neu': 0.503, 'pos': 0.497, 'compound': 0.992}",0.992,2
hotel stay,nice hotel clean abit pricey definitely coming back hotel staff friendly dining service friendly room view nice calm sun rises overall would give star,5,2,hotel staynice hotel clean abit pricey definitely coming back hotel staff friendly dining service friendly room view nice calm sun rises overall would give star,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.9423}",0.9423,2
amazing wonderful experience,hotel amazing room nice facing bay room service good mean service support staff really exclusive staff front office room service even pool attendant name sibil great loved made point call us ask us breakfastand everything food long time experience wonderful service expensive room stay surely return sometime back later,5,2,amazing wonderful experiencehotel amazing room nice facing bay room service good mean service support staff really exclusive staff front office room service even pool attendant name sibil great loved made point call us ask us breakfastand everything food long time experience wonderful service expensive room stay surely return sometime back later,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.9883}",0.9883,2
one best hotels sg without doubt,amazing jacuzzis heated pool served ice water dipping waters bay view room really spectacular love bathtub comes comfy pad bath salts though little hiccups breakfast plug still good stay,5,2,one best hotels sg without doubtamazing jacuzzis heated pool served ice water dipping waters bay view room really spectacular love bathtub comes comfy pad bath salts though little hiccups breakfast plug still good stay,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.9114}",0.9114,2
extra mile service subil,level service subil awesomely amazing detailed explaining menu checking comfort level getting feedback improve dining experience warmed heart trouble qr tea order swift n prompt greeting orders tea served promptly cheerfulness adds much joy dining,5,2,extra mile service subillevel service subil awesomely amazing detailed explaining menu checking comfort level getting feedback improve dining experience warmed heart trouble qr tea order swift n prompt greeting orders tea served promptly cheerfulness adds much joy dining,"{'neg': 0.051, 'neu': 0.525, 'pos': 0.424, 'compound': 0.9578}",0.9578,2
wonderful staycation absolutely spoilt attentive staff,celebrating friend birthday booked day staycation long weekend stayed dined several times must sets place apart service standards staff breakfast venue la brasserie three days row totally spoilt ever attentive staff dropped every minutes check wanted try something else menu needed extra drinks sauces condiments honest felt slightly embarrassed attention probably might even get michelin star restaurant landing point afternoon tea attentiveness friendliness also form constant topping tea item regular check ins kudos goes,5,2,wonderful staycation absolutely spoilt attentive staffcelebrating friend birthday booked day staycation long weekend stayed dined several times must sets place apart service standards staff breakfast venue la brasserie three days row totally spoilt ever attentive staff dropped every minutes check wanted try something else menu needed extra drinks sauces condiments honest felt slightly embarrassed attention probably might even get michelin star restaurant landing point afternoon tea attentiveness friendliness also form constant topping tea item regular check ins kudos goes,"{'neg': 0.024, 'neu': 0.796, 'pos': 0.18, 'compound': 0.9359}",0.9359,2
